longitude,latitude,Planting Site Width,Planting Site Length,Genus,Species,Common Name,Diameter,Tree Height,Canopy Height
-75.3470747173,40.1051687244,,,Ulmus,americana,American elm,,,
-74.8414017143,40.2800803041,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,13.3006310617,27.92
-75.1719599962,39.9445612994,,,Gleditsia,triacanthos,Thornless honeylocust,1.5,11,
-75.39953,39.92147,,,Liriodendron,tulipifera,Tulip tree,9.2,,
-75.167651698,39.9438821836,36,60,Gleditsia,triacanthos,Thornless honeylocust,1.5,,
-75.3991627693,39.9218336758,,,Cornus,alternifolia,Alternateleaf dogwood,1,,
-75.3991011679,39.921624322,,,Liriodendron,tulipifera,Tulip tree,26.9,,
-75.3991240561,39.9216191159,,,Liriodendron,tulipifera,Tulip tree,22,,
-75.1629460865,40.0502889364,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1868705978,40.0003881913,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.106018577,39.9866751694,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2520811474,39.9752271229,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1456396391,39.9726914893,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2369575516,39.9506733697,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1318861707,39.9844346148,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1667639753,39.9831642328,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2104393257,40.030424807,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1820576835,40.0287971548,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1533889466,39.9436685512,,,Ulmus,americana,American elm,,,
-75.3382383221,39.9038736907,,,Betula,spp,Birch,3.16227766017,,
-75.2745914849,40.0590824532,,,Liriodendron,tulipifera,Tulip tree,36,,
-75.320973753,40.0355390649,,,Liriodendron,tulipifera,Tulip tree,46,,
-75.2472184872,40.0069685857,,,Ulmus,americana,American elm,48,,
-75.299263357,40.0410423843,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2799455954,39.9866960226,,,Ulmus,americana,American elm,46,,
-75.2182971934,40.0052256875,8,8,Gleditsia,triacanthos,Thornless honeylocust,20,,
-75.3110179379,40.0611893422,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2699096935,40.0211868605,,,Liriodendron,tulipifera,Tulip tree,25,,
-75.340641441,40.0451386043,,,Liriodendron,tulipifera,Tulip tree,29,,
-75.2583003123,40.0283030166,,,Abies,concolor,White fir,27,,
-75.2912882964,40.0156482685,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.2814766139,40.0256247037,,,Ulmus,americana,American elm,6,,
-75.2803000922,40.0425328045,,,Gleditsia,triacanthos,Thornless honeylocust,19,,
-75.2562258589,40.0231741278,,,Ulmus,americana,American elm,35,,
-75.1579232492,39.9485141007,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1484634699,39.9208309643,,,Gleditsia,triacanthos,Thornless honeylocust,13.5,,
-75.2634714939,39.9905847861,,,Ilex,cornuta,Chinese Holly,4,,
-75.2722412545,40.0570261222,,,Liriodendron,tulipifera,Tulip tree,5,,
-75.2931009481,40.0488612877,,,Liriodendron,tulipifera,Tulip tree,10,,
-75.2796224886,40.0593354037,,,Liriodendron,tulipifera,Tulip tree,39,,
-75.2550385686,40.0138382602,,,Liriodendron,tulipifera,Tulip tree,15,,
-75.2496820812,40.0220464631,,,Gleditsia,triacanthos,Thornless honeylocust,15,,
-75.1881185215,39.9708763882,,,Liriodendron,tulipifera,Tulip tree,,,
-75.2690340534,40.0253495072,,,Liriodendron,tulipifera,Tulip tree,37,,
-75.2654016326,40.0300118162,,,Cornus,alternifolia,Alternateleaf dogwood,3,,
-75.3972610493,39.9214443333,,,Liriodendron,tulipifera,Tulip tree,22.2816920329,,
-75.397153761,39.9213497088,,,Liriodendron,tulipifera,Tulip tree,16.88,,
-75.3967836162,39.9216664947,,,Liriodendron,tulipifera,Tulip tree,22.2816920329,,
-75.174984275,39.9521945675,,,Sophora,japonica,Japanese pagoda tree,,,
-75.173175,39.945937,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2784527452,39.9931178808,,,Ulmus,americana,American elm,9,,
-75.3010327687,40.0222101358,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.1193439902,39.8785814669,,,Quercus,ellipsoidalis,Northern pin oak,12.7323954474,,
-75.1768164905,39.9451153908,,,Ulmus,americana,American elm,,,
-75.1470642809,39.9442106988,,,Ulmus,americana,American elm,,,
-75.1712141272,39.9621933039,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1469470027,39.9590800807,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1465479616,39.9609513458,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1469654605,39.9600676758,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1575319145,39.9550557666,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1596469905,39.9559054443,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1464915316,39.9535018598,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1460944825,39.9559916313,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1455078511,39.9532200416,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1727510158,39.9500488496,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1727358428,39.9501214458,,,Sophora,japonica,Japanese pagoda tree,,,
-75.171511219,39.9486506527,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1699226223,39.9500962174,,,Ulmus,americana,American elm,,,
-75.1684174934,39.9498151617,,,Ulmus,americana,American elm,,,
-75.1703232302,39.9501390896,,,Ulmus,americana,American elm,,,
-75.1530150606,39.9495530844,,,Ulmus,americana,American elm,,,
-75.1542425051,39.949610415,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1625752298,39.9506579162,,,Ulmus,carpinfolia,Danada charm elm,,,
-75.1619566613,39.9531654462,,,Ulmus,americana,American elm,,,
-75.1592842009,39.9486926986,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1692151165,39.9491831725,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1702686285,39.9468721393,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1743167679,39.9466511377,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1778590203,39.9452396489,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1781821702,39.9452569394,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1589236534,39.9453504263,,,Sophora,japonica,Japanese pagoda tree,,,
-75.151718461,39.9452521154,,,Sophora,japonica,Japanese pagoda tree,,,
-75.145517519,39.9422605332,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1451540413,39.9431459324,,,Sophora,japonica,Japanese pagoda tree,,,
-75.161238418,39.9148922497,,,Ulmus,americana,American elm,42.75,,
-75.0198266515,40.1297646903,4,4,Cotinus,obvatus,American smoke tree,5,,
-75.1803655509,39.9404006277,2,4,Gleditsia,triacanthos,Thornless honeylocust,10,,
-75.313499785,40.059714162,,,Ulmus,americana,American elm,24,,
-75.2492254541,40.0275933434,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2850585504,40.0662517751,,,Liriodendron,tulipifera,Tulip tree,34,,
-75.2469121042,40.0172205804,,,Liriodendron,tulipifera,Tulip tree,36,,
-75.2798397374,40.0140009095,,,Liriodendron,tulipifera,Tulip tree,56,,
-75.2883339496,40.0172834599,,,Liriodendron,tulipifera,Tulip tree,20,,
-75.283894698,40.0469558303,,,Ilex,cornuta,Chinese Holly,13,,
-75.2479924657,40.0258356812,,,Liriodendron,tulipifera,Tulip tree,17,,
-75.3222527141,40.0570691833,,,Liriodendron,tulipifera,Tulip tree,28,,
-75.3088312435,40.0560607795,,,Ulmus,americana,American elm,28,,
-75.3046307273,40.0150462199,,,Gleditsia,triacanthos,Thornless honeylocust,4,,
-75.3041034305,40.0156304258,,,Magnolia,virginiana,Sweetbay,3,,
-75.2930140342,40.0216840659,,,Liriodendron,tulipifera,Tulip tree,40,,
-75.2461448825,40.0173165627,,,Liriodendron,tulipifera,Tulip tree,28,,
-75.2957052708,40.0168697931,,,Magnolia,virginiana,Sweetbay,5,,
-75.2852943995,40.0152290386,,,Liriodendron,tulipifera,Tulip tree,7,,
-75.2925508785,40.0182334856,,,Ilex,cornuta,Chinese Holly,3,,
-75.25700544,40.0244522559,,,Ilex,cornuta,Chinese Holly,2,,
-75.2694732604,40.0079091587,12,12,Liriodendron,tulipifera,Tulip tree,34,,
-75.2912999886,40.0080985691,3,3,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.3230962065,40.0416871748,,,Liriodendron,tulipifera,Tulip tree,34,,
-75.28940831,40.006975408,2,2,Gleditsia,triacanthos,Thornless honeylocust,7,,
-75.2916278804,40.0082679858,2,2,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2920952988,40.008510441,3,3,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2628244654,40.0471429572,,,Liriodendron,tulipifera,Tulip tree,41,,
-75.2787516255,40.055307511,,,Liriodendron,tulipifera,Tulip tree,45,,
-75.2766938578,40.060035009,,,Liriodendron,tulipifera,Tulip tree,35,,
-75.2800569549,40.0054662736,5,5,Gleditsia,triacanthos,Thornless honeylocust,21,,
-75.2907657492,40.0059830793,2,2,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2472212897,40.0069698996,,,Ulmus,americana,American elm,23,,
-75.2741112444,40.0166256201,,,Liriodendron,tulipifera,Tulip tree,26,,
-75.2671803406,40.0189512378,,,Gleditsia,triacanthos,Thornless honeylocust,12,,
-75.2653625296,39.9926816446,,,Ilex,cornuta,Chinese Holly,13,,
-75.2740405045,40.0162538566,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,8,
-75.2655976633,40.030191753,,,Ulmus,americana,American elm,15,,
-75.3065434487,40.027554779,,,Liriodendron,tulipifera,Tulip tree,35,,
-75.2817021075,40.0436183545,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,11,
-75.2480710146,40.0057635669,,,Cornus,alternifolia,Alternateleaf dogwood,1,,
-75.2927078697,40.0149783187,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,12,
-75.2852415037,40.0152365734,,,Liriodendron,tulipifera,Tulip tree,6,,
-75.3159873384,40.035093173,,,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.315391868,40.0625225616,,,Liriodendron,tulipifera,Tulip tree,10,,
-75.2988086473,40.0205479412,,,Ilex,cornuta,Chinese Holly,4,,
-75.2517911364,40.0184750691,,,Ulmus,americana,American elm,7,,
-75.2843822617,40.0161462921,,,Liriodendron,tulipifera,Tulip tree,8,,
-75.2824751043,40.0159901664,,,Liriodendron,tulipifera,Tulip tree,38,,
-75.3050020872,40.0282265314,,,Liriodendron,tulipifera,Tulip tree,35,,
-75.3034243619,40.0274427626,,,Magnolia,virginiana,Sweetbay,3,,
-75.3980922368,39.9205916258,,,Liriodendron,tulipifera,Tulip tree,23,,
-75.3984332946,39.9204644067,,,Liriodendron,tulipifera,Tulip tree,19.7,,
-75.3990548638,39.9199846477,,,Liriodendron,tulipifera,Tulip tree,1.2,,
-75.4568765416,40.1922140435,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,17.1894706666,
-75.4568910984,40.1910199446,,,Sophora,japonica,Japanese pagoda tree,34.0591578217,,
-75.4569432724,40.1933293865,,,Gleditsia,triacanthos,Thornless honeylocust,22.7591568621,,
-75.4571227972,40.1937752453,,,Gleditsia,triacanthos,Thornless honeylocust,19.098593171,,
-75.4592053926,40.1936725415,,,Gleditsia,triacanthos,Thornless honeylocust,21.1676074312,,
-75.4613248002,40.1927562457,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,6.70720549388,
-75.4613757631,40.1927776685,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,12.1375862928,
-75.4561412919,40.1938407871,,,Gleditsia,triacanthos,Thornless honeylocust,19.5760580003,,
-75.4556653079,40.1976763272,,,Abies,concolor,White fir,4.29718346348,,
-75.4559281644,40.197813592,,,Abies,concolor,White fir,3.50140874802,,
-75.4560274061,40.1978422742,,,Abies,concolor,White fir,3.18309886184,,
-75.4583921839,40.1902014551,,,Sophora,japonica,Japanese pagoda tree,13.3690152197,,
-75.4696288961,40.1898350116,,,Liriodendron,tulipifera,Tulip tree,23.55,,
-75.4575155624,40.1919768921,,,Ulmus,americana,American elm,3.81971863421,,
-75.517072,40.133936,,,Ulmus,americana,American elm,4.199999,,
-75.515781,40.133917,,,Ulmus,americana,American elm,2.2,,
-75.515435,40.13769,,,Gleditsia,triacanthos,Thornless honeylocust,12.699999,,
-75.514999,40.137433,,,Gleditsia,triacanthos,Thornless honeylocust,14.5,,
-75.512583,40.133755,,,Gleditsia,triacanthos,Thornless honeylocust,9.8,,
-75.51555,40.129292,,,Gleditsia,triacanthos,Thornless honeylocust,20.1,,
-75.513646,40.128395,,,Liriodendron,tulipifera,Tulip tree,34.400001,,
-75.19132,39.95144,,,Gleditsia,triacanthos,Thornless honeylocust,2,,
-75.1686434448,39.9439927138,48,72,Gleditsia,triacanthos,Thornless honeylocust,1.5,10,
-75.1685768734,39.9439927119,48,72,Gleditsia,triacanthos,Thornless honeylocust,1.5,,
-75.2690398693,39.9414335065,,,Magnolia,virginiana,Sweetbay,,,
-75.224001313,39.9550022871,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1875149221,40.0388956749,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1969684327,40.0488929164,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1456396391,39.9726914893,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2371652627,39.9497301212,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2061186512,39.9561936672,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.177494288,39.9526107119,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1661052861,39.9314892249,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2176259887,40.0054995853,7,7,Gleditsia,triacanthos,Thornless honeylocust,20,,
-75.2262039,40.0333334,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.274784896,40.0316273299,,,Liriodendron,tulipifera,Tulip tree,31,,
-75.2896470037,40.0310619696,,,Liriodendron,tulipifera,Tulip tree,16,,
-75.2845520093,40.0044969144,6,6,Gleditsia,triacanthos,Thornless honeylocust,2,,
-75.2364952845,40.0282835316,,,Ulmus,americana,American elm,15,,
-75.2816688308,40.0088771314,,,Gleditsia,triacanthos,Thornless honeylocust,25,,
-75.275271784,39.9791796786,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,12,
-75.2722215358,39.9848646483,,,Ilex,cornuta,Chinese Holly,6,,
-75.317298554,40.0189398682,10,10,Gleditsia,triacanthos,Thornless honeylocust,10,,
-75.2633474979,39.9905915139,,,Ilex,cornuta,Chinese Holly,5,,
-75.2333200913,40.0172849434,,,Magnolia,virginiana,Sweetbay,2,,
-75.2271299008,40.0128773515,,,Liriodendron,tulipifera,Tulip tree,47,,
-75.2733506133,40.052302157,,,Liriodendron,tulipifera,Tulip tree,33,,
-75.2669162647,40.0014908587,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,7,
-75.2651846106,39.9931379251,,,Liriodendron,tulipifera,Tulip tree,32,,
-75.2714992824,39.9970182446,,,Gleditsia,triacanthos,Thornless honeylocust,1,,
-75.3081874178,40.0270455444,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,13,
-75.2759415328,40.0256784459,,,Liriodendron,tulipifera,Tulip tree,10,,
-75.2795337815,40.0593611648,,,Liriodendron,tulipifera,Tulip tree,15,,
-75.3016122551,40.02292623,,,Liriodendron,tulipifera,Tulip tree,33,,
-75.2588537911,40.0138603133,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,11,
-75.1453857673,39.9531121741,,,Sophora,japonica,Japanese pagoda tree,,,
-75.3102563151,40.0627465266,,,Ilex,cornuta,Chinese Holly,3,,
-75.3009809743,40.0311180693,,,Liriodendron,tulipifera,Tulip tree,23,,
-75.2902761605,39.9955095535,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,1,
-75.2542578582,40.0212484022,,,Gleditsia,triacanthos,Thornless honeylocust,23,,
-75.2458677518,40.0205213387,,,Liriodendron,tulipifera,Tulip tree,73,,
-75.1656277171,39.9495632877,,,Ulmus,americana,American elm,,,
-75.1552827127,39.9471240193,,,Sophora,japonica,Japanese pagoda tree,,,
-75.2808069234,40.0230315159,9,9,Chamaecyparis,pisifera,Sawara false cypress,5,,
-75.1621112601,39.949380291,,,Ulmus,americana,American elm,,,
-75.1658865052,39.9628910462,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1616271951,39.9622274429,,,Ulmus,americana,American elm,,,
-75.1462172893,39.9560537592,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1708809721,39.9494619596,,,Ulmus,americana,American elm,,,
-75.1709735512,39.9490249096,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1700644302,39.9515896391,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1744088723,39.9521226939,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1709632808,39.9502222079,,,Ulmus,americana,American elm,,,
-75.1766885108,39.9516349628,,,Ulmus,americana,American elm,,,
-75.1556960458,39.9471606334,,,Sophora,japonica,Japanese pagoda tree,,,
-75.162619348,39.9506635992,,,Ulmus,carpinfolia,Danada charm elm,,,
-75.1547787381,39.9470359183,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1592081765,39.9486773749,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1479955238,39.9489408416,,,Ulmus,americana,American elm,,,
-75.1711459581,39.9485788267,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1734463536,39.9481351147,,,Sophora,japonica,Japanese pagoda tree,,,
-75.179565699,39.9456951594,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1795812595,39.9456386799,,,Ulmus,americana,American elm,,,
-75.1806498079,39.9493586569,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1533744284,39.9455103589,,,Sophora,japonica,Japanese pagoda tree,,,
-75.1502959803,39.9447441263,,,Sophora,japonica,Japanese pagoda tree,,,
-75.2874413394,40.0278218452,,,Liriodendron,tulipifera,Tulip tree,42,,
-75.2893326503,40.0280716161,,,Liriodendron,tulipifera,Tulip tree,28,,
-75.3366820419,40.0496336626,,,Liriodendron,tulipifera,Tulip tree,31,,
-75.2598546517,40.0181957253,,,Liriodendron,tulipifera,Tulip tree,27,,
-75.2347265175,39.9982611109,2,2,Gleditsia,triacanthos,Thornless honeylocust,22,,
-75.2913220989,40.0074710697,3,3,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2914312415,40.0074157349,3,3,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2914040804,40.0074261385,3,3,Gleditsia,triacanthos,Thornless honeylocust,2,,
-75.3206088551,40.0272366465,,,Liriodendron,tulipifera,Tulip tree,38,,
-75.2809758772,40.031740612,,,Ulmus,americana,American elm,8,,
-75.2934998645,40.0052195563,,,Chamaecyparis,pisifera,Sawara false cypress,17,,
-75.2830891793,40.0297650409,,,Ilex,cornuta,Chinese Holly,5,,
-75.29945377,40.0378082866,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,12,
-75.2883374909,40.0172675752,,,Liriodendron,tulipifera,Tulip tree,28,,
-75.3063069087,40.0202587019,,,Liriodendron,tulipifera,Tulip tree,41,,
-75.2786567777,39.9836656939,,,Chamaecyparis,pisifera,Sawara false cypress,17,,
-75.2338872054,40.021920595,6,6,Gleditsia,triacanthos,Thornless honeylocust,8,,
-75.3200259258,40.0204972609,5,5,Ulmus,americana,American elm,9,,
-75.2405477183,40.0210426256,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,12,
-75.3103797342,40.0483243178,,,Liriodendron,tulipifera,Tulip tree,20,,
-75.2728231763,40.0412808523,,,Liriodendron,tulipifera,Tulip tree,54,,
-75.2816737352,39.9987409152,,,Liriodendron,tulipifera,Tulip tree,36,,
-75.2919046341,40.014988799,,,Magnolia,virginiana,Sweetbay,1,,
-75.2843552595,39.9938741174,,,Ilex,cornuta,Chinese Holly,11,,
-75.3184602283,40.0615804472,,,Chamaecyparis,pisifera,Sawara false cypress,15,,
-75.3184672899,40.0615920895,,,Chamaecyparis,pisifera,Sawara false cypress,11,,
-75.3216915322,40.0259281403,6,6,Gleditsia,triacanthos,Thornless honeylocust,20,,
-75.2732296768,39.9932411633,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2751188164,40.0323559248,,,Liriodendron,tulipifera,Tulip tree,25,,
-75.299884734,40.0306687346,,,Liriodendron,tulipifera,Tulip tree,27,,
-75.2623133408,40.0471578767,,,Liriodendron,tulipifera,Tulip tree,29,,
-75.2695326807,40.048306181,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2764657175,40.0572447671,,,Liriodendron,tulipifera,Tulip tree,25,,
-75.2783630457,40.0598686024,,,Liriodendron,tulipifera,Tulip tree,40,,
-75.277556431,40.0600795125,,,Liriodendron,tulipifera,Tulip tree,34,,
-75.2177569173,40.013990718,,,Liriodendron,tulipifera,Tulip tree,25,,
-75.260253832,40.0180498892,,,Liriodendron,tulipifera,Tulip tree,24,,
-75.2802414841,40.0057410564,5,5,Gleditsia,triacanthos,Thornless honeylocust,16,,
-75.2889998629,40.0083258245,3,3,Gleditsia,triacanthos,Thornless honeylocust,17,,
-75.2347324259,39.9981016118,3,3,Gleditsia,triacanthos,Thornless honeylocust,21,,
-75.2935940989,40.0286283006,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,9,
-75.2726083279,39.9836919862,,,Ilex,cornuta,Chinese Holly,10,,
-75.2751259009,40.0114325039,,,Ulmus,americana,American elm,15,,
-75.2592599039,40.0357492036,,,Ilex,cornuta,Chinese Holly,3,,
-75.3024815874,40.0369060136,,,Ulmus,americana,American elm,16,,
-75.3048073923,40.0244985178,,,Chamaecyparis,pisifera,Sawara false cypress,10,,
-75.2940978037,40.0325459961,,,Liriodendron,tulipifera,Tulip tree,40,,
-75.3065243147,40.0274144104,,,Liriodendron,tulipifera,Tulip tree,49,,
-75.3073770844,40.0275226272,,,Chamaecyparis,pisifera,Sawara false cypress,17,,
-75.2665025928,39.9841202123,,,Ilex,cornuta,Chinese Holly,13,,
-75.3091901922,40.0313500937,,,Liriodendron,tulipifera,Tulip tree,31,,
-75.2688749443,40.0001881583,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,19,
-75.2334678988,40.0117305892,,,Gleditsia,triacanthos,Thornless honeylocust,27,,
-75.2654138105,39.9933089812,,,Chamaecyparis,pisifera,Sawara false cypress,2,,
-75.3070599602,40.0368285508,,,Liriodendron,tulipifera,Tulip tree,4,,
-75.3014423178,40.0608627561,,,Ilex,cornuta,Chinese Holly,2,,
-75.2997290866,40.0213350884,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.251948553,40.0196889106,,,Chamaecyparis,pisifera,Sawara false cypress,8,,
-75.3018978321,40.0210572271,,,Liriodendron,tulipifera,Tulip tree,2,,
-75.3154758395,40.0625272141,,,Liriodendron,tulipifera,Tulip tree,14,,
-75.1734834184,39.9575457806,3,4,Ulmus,americana,American elm,12.4140855612,22,5
-75.3983175424,39.9204558585,,,Liriodendron,tulipifera,Tulip tree,19.8,,
-75.169033595,39.917953246,,,Gleditsia,triacanthos,Thornless honeylocust,1.25,,
-75.12061,39.71003,,,Betula,spp,Birch,,,
-75.4557671237,40.1931471466,,,Gleditsia,triacanthos,Thornless honeylocust,7.32112738223,,
-75.4583626796,40.1902731685,,,Sophora,japonica,Japanese pagoda tree,5.41126806512,,
-75.4601870992,40.1917424622,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,17.4490732374,
-75.2030635043,40.1002883159,,,Gleditsia,triacanthos,Thornless honeylocust,22.9183118052,75,
-75.513259,40.134342,,,Ulmus,americana,American elm,2.299999,,
-75.512923,40.124706,,,Gleditsia,triacanthos,Thornless honeylocust,3.5,,
-75.512212,40.126867,,,Gleditsia,triacanthos,Thornless honeylocust,17.5,,
-75.514565,40.12927,,,Gleditsia,triacanthos,Thornless honeylocust,5.099999,,
-75.513245,40.127844,,,Liriodendron,tulipifera,Tulip tree,37,,
-75.47413,40.19591,,,Betula,spp,Birch,10,,
-75.2468106907,40.0158776469,99,99,Liriodendron,tulipifera,Tulip tree,36,85,
-75.2858144045,39.9795782883,,,Quercus,ellipsoidalis,Northern pin oak,15.2788745368,40,
-75.3475092351,40.1044481231,,,Ulmus,americana,American elm,,,
-75.4389283061,39.9343671706,,,Liriodendron,tulipifera,Tulip tree,64.9352167815,109.6,
-75.1707029294,39.9420776926,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1530422578,39.9356950094,,,Magnolia,virginiana,Sweetbay,,,
-75.2176065999,39.9566684534,,,Ulmus,americana,American elm,,,
-75.1456396391,39.9726914893,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1792651479,40.067563428,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.2061186512,39.9561936672,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1081444041,39.986366381,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1219518168,39.9908861253,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1860618295,40.0694166954,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.1673283639,39.9830595529,,,Gleditsia,triacanthos,Thornless honeylocust,,,
-75.0384624997,40.0568929565,,,Ulmus,americana,American elm,,,
-75.2905685531,40.0080044144,3,3,Gleditsia,triacanthos,Thornless honeylocust,3,,
-75.2442307769,40.0295020225,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.2785369869,40.0558996662,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.2878558425,40.0091268687,8,8,Gleditsia,triacanthos,Thornless honeylocust,18,,
-75.3215920158,40.036540674,,,Hamamelis,millis,Chinese witch hazel,1,,
-75.2836068709,39.9920436068,,,Ulmus,americana,American elm,6,,
-75.2894961074,40.0127084441,,,Liriodendron,tulipifera,Tulip tree,64,,
-75.2524040961,40.0147309735,,,Liriodendron,tulipifera,Tulip tree,45,,
-75.3173405958,40.0189505445,10,10,Gleditsia,triacanthos,Thornless honeylocust,15,,
-75.2700189955,40.0006562044,,,Magnolia,x soulangiana,Chinese magnolia, Saucer magnolia,9,
-75.2475005858,40.028011055,,,Liriodendron,tulipifera,Tulip tree,19,,
-75.2727575321,39.9956910254,,,Liriodendron,tulipifera,Tulip tree,30,,
-75.2576567852,40.0392898095,,,Gleditsia,triacanthos,Thornless honeylocust,18,,
-75.3078464071,40.0427017992,,,Ulmus,americana,American elm,38,,
-75.1541720726,39.9469591754,,,Sophora,japonica,Japanese pagoda tree,,,
-75.3286898376,40.0512067365,,,Chamaecyparis,pisifera,Sawara false cypress,10,,
-75.3476697235,40.0529311923,,,Gleditsia,triacanthos,Thornless honeylocust,15,,
-75.3289743829,40.0369953478,20,20,Abies,concolor,White fir,8,,
-75.3002973467,40.0308244169,,,Liriodendron,tulipifera,Tulip tree,23,,
-75.2569771592,39.996937533,,,Liriodendron,tulipifera,Tulip tree,34,,
-75.2832499925,40.0490289976,,,Liriodendron,tulipifera,Tulip tree,35,,
-75.3180833307,40.0607389226,,,Liriodendron,tulipifera,Tulip tree,26,,
-75.2917720604,40.0434903127,,,Liriodendron,tulipifera,Tulip tree,11,,
-75.2907071015,40.0099646562,,,Ulmus,americana,American elm,55,,
